"UCTAt1.2_S4_trimmed53_len_filtered_counts","UCTBt1.2_S5_trimmed53_len_filtered_counts","U2OS.CAS9TREX2A.t14_S1_trimmed53_len_filtered_counts","U2OS.CAS9TREX2B.t14_S2_trimmed53_len_filtered_counts","u2os_trex2a_t21_S4_trimmed53_len_filtered_counts","u2os_trex2b_t21_S5_trimmed53_len_filtered_counts","U2OS.CAS9TREX2A.t28_S5_trimmed53_len_filtered_counts","U2OS.CAS9TREX2B.t28_S6_trimmed53_len_filtered_counts"
4,1,2,19,1,43,1,1
20,1,1,1,1,1,3,1
2,2,107,10,1285,1,72,3
1,4,55,11,662,15,15,3
974,3,82,5,802,3,40,2
1,147,2,8,3,1,7,5
1,4,7,3,49,2,2,1
245,2,36,34,153,159,9,4
953,201,23,48,761,38,19,31
1095,1,2,1,102,1,2,2
4,1,74,17,259,75,19,4
267,1,3,13,6,52,19,1
1,1,27,23,3,2,7,2
1616,4,7,15,210,38,29,2
437,828,90,13,3401,277,434,30
906,19,31,10,453,2,37,1
22,583,29,61,615,353,13,53
2069,289,25,12,71,1,8,5
1,62,61,30,622,31,13,2
107,310,34,72,857,1976,84,244
1786,3,33,19,258,5,7,10
1793,515,14,12,97,72,9,5
101,656,125,7,1238,1,56,6
1,540,107,5,1745,1,117,4
528,217,206,58,2770,242,139,8
1,196,10,11,391,29,27,2
13,158,14,62,132,150,14,3
3243,6,77,57,371,275,25,10
1018,2,3,48,2,966,19,1
1,615,31,62,239,352,18,51
13,58,16,97,272,1761,28,320
46,714,8,8,238,6,6,5
63,753,25,29,1011,169,100,3
278,83,191,8,4532,1,426,3
1355,208,5,7,37,1,4,2
1268,324,54,11,726,1,32,3
4082,156,23,30,129,74,21,1
1,3,7,3,1,2,7,1
1,131,1,7,43,20,16,5
724,4,4,8,2,130,16,3
280,1,37,29,774,198,27,44
685,592,6,79,162,557,7,27
3,1,7,4,19,1,10,2
1,1,3,11,259,2,6,2
2979,29,61,32,623,2,20,1
3,179,19,1,1,2,7,1
1093,714,62,170,1445,1718,63,236
1,1,3,18,46,299,9,63
3,341,2,8,1,1,7,2
4,220,7,9,114,5,18,2
275,734,10,34,155,256,10,29
957,3,28,30,197,90,35,2
3370,217,148,82,1597,481,177,11
81,510,68,2,1382,3,152,5
528,1,22,73,25,932,4,146
889,238,296,80,4591,638,385,11
2,1004,110,89,2125,432,122,26
1947,866,29,15,2,120,14,2
12,59,116,56,1602,257,88,12
4,833,23,236,292,2981,8,143
108,2,2,6,2,29,9,2
63,229,48,73,316,1053,19,145
885,1284,79,143,1872,1654,54,129
20,5,166,9,1054,4,46,5
574,355,32,21,234,159,14,30
27,13,47,47,729,126,40,3
1,1,21,12,158,4,39,3
200,58,9,32,1,231,4,1
1997,2,7,3,1,155,1,1
6,589,56,3,216,2,6,1
2,300,56,19,499,214,12,1
1,3,1,7,21,3,1,1
809,3,4,71,109,299,11,6
1,945,109,7,525,1,15,3
109,1,29,37,218,323,26,2
1,1,1,54,2,376,2,1
2,1,67,132,926,3782,52,410
1,1,3,2,1,1,6,2
2,2,5,9,144,6,19,5
1,65,6,15,1,44,6,5
1,73,2,7,117,1,15,2
1735,1579,168,52,2248,137,185,3
807,997,70,86,614,327,43,10
2,404,8,211,386,3475,19,735
1,340,12,122,169,1448,5,192
2064,288,1,5,327,3,2,1
315,1148,271,282,5138,3234,453,235
1,1,9,8,29,1,2,1
1,1,47,56,209,110,33,4
1337,6,45,19,1456,303,83,85
62,2,3,46,1,1049,10,295
312,7,67,169,536,1581,37,286
535,1,18,119,218,679,19,42
7,701,17,36,397,239,46,3
1423,982,142,43,1837,606,172,90
620,474,328,25,2378,269,256,9
4,1668,28,9,59,7,9,5
1,1,10,5,70,3,10,4
1,999,16,55,111,449,3,1
1,181,10,14,91,78,11,3
3,1,1,28,50,107,6,3
30,16,80,70,210,309,13,37
866,8,44,49,460,498,41,36
106,78,63,141,1291,1162,13,21
3,2,27,99,208,1009,14,1
2,1,18,31,406,173,47,69
381,509,49,7,1492,1,142,6
5,1819,15,4,235,5,27,3
25,1391,7,152,1,4053,21,801
1,1214,24,9,757,2,46,2
1018,246,38,25,132,77,7,3
4173,681,153,7,2387,69,148,14
197,796,223,74,2327,640,194,114
111,8,19,87,3,430,17,109
2,3,36,26,33,433,25,32
390,1,317,19,7921,90,1075,7
1284,3,68,16,433,19,63,13
2,682,73,13,315,96,25,6
1,1,118,55,6624,243,627,26
1,1018,131,147,958,693,36,58
697,724,4,16,1,7,9,3
1649,586,48,130,488,1205,29,98
1,1897,8,38,199,104,18,1
2,198,8,21,7,1,21,6
429,515,105,16,947,80,132,31
77,701,79,48,1223,872,29,79
646,8,19,64,161,1089,18,62
4,3,2,8,5,1,8,3
11,1,10,24,3,50,11,2
864,1,23,16,93,1,32,8
2,329,84,21,813,101,40,2
1372,2,12,16,229,62,12,2
82,2,13,109,5,904,21,100
655,257,33,110,940,854,77,287
4,86,58,38,642,56,32,7
48,564,114,40,1263,821,91,50
4,3,51,8,242,1,18,2
3,829,26,55,353,476,16,82
1035,821,85,62,1795,1122,127,481
37,535,56,78,67,860,21,79
2291,3,240,301,6161,1763,370,141
1,437,82,134,602,2607,40,510
130,314,8,52,68,253,34,11
226,4,19,110,300,2585,28,606
41,229,58,21,382,307,32,34
972,1204,103,132,469,1526,54,70
447,5,83,14,1806,254,132,11
7,2,72,23,248,1,31,8
651,5,23,102,232,2639,15,518
391,1,2,3,19,1,3,1
843,964,81,117,502,1106,31,68
1765,866,61,337,659,3351,28,455
16,2,36,46,172,298,23,2
260,3,38,75,565,292,35,6
1934,2045,290,109,4775,306,431,16
2664,4,78,27,1621,77,63,5
3230,2,78,9,741,2,10,3
1388,64,179,46,1827,93,40,6
8,303,106,22,2802,125,359,3
5051,589,171,306,4332,5047,443,416
303,614,122,5,2593,2,118,4
196,1526,53,71,1488,571,66,59
7,1,4,50,305,148,7,1
531,1022,58,14,338,198,19,3
1,1,11,95,1,2786,14,310
334,2176,316,48,2889,573,261,37
1057,866,63,212,175,1583,28,85
2,4,14,72,45,517,19,10
27,2,83,39,1025,530,67,21
1632,600,117,15,3154,31,353,5
1,5,6,174,38,3708,8,682
115,3,7,11,5,43,9,8
6,1019,91,9,761,2,10,1
450,546,24,23,13,103,12,5
2,2,14,9,55,7,5,3
82,1453,156,47,1243,241,33,31
2,1,35,164,116,981,12,54
2027,2069,40,73,426,980,32,235
1,501,29,143,50,1341,23,85
3119,6,146,101,1399,652,64,54
4,155,43,23,282,27,15,4
1233,1438,3,3,2,2,4,5
582,2,177,37,2239,333,190,9
3,1,3,7,5,1,6,1
2,6,15,50,58,819,31,161
1735,602,24,11,3,2,4,10
248,950,60,44,413,249,15,4
594,2,184,56,1023,1612,69,126
814,65,199,108,2159,698,177,181
35,65,11,41,80,309,16,73
1,1,5,27,3,229,16,31
2246,281,54,46,103,625,15,3
323,742,64,14,305,1,5,3
419,231,53,72,441,511,33,57
5,799,10,14,37,3,2,7
773,1086,46,21,110,69,20,9
1154,695,46,23,209,143,3,1
105,1419,46,35,620,242,14,39
3,579,10,59,106,500,15,8
2,3,129,9,2188,4,56,2
364,5,107,13,323,4,48,5
257,695,12,46,83,455,21,68
1,68,202,62,4168,2233,411,945
3,944,2,73,7,966,8,34
983,157,170,26,2358,20,197,1
2,1,17,207,154,1087,17,36
77,1,6,8,1,1,4,3
44,643,133,70,2281,615,86,45
6740,132,161,16,1556,3,103,9
268,5,18,3,2,1,4,1
1,1,3,30,9,1,7,1
302,13,1,22,1,47,7,6
176,891,33,18,259,19,32,2
6,6,22,22,102,83,7,6
60,2,10,35,7,105,31,4
739,3610,53,59,1115,223,28,69
4,1785,114,37,793,46,50,5
78,1,2,34,257,320,6,2
54,484,7,91,3,599,13,75
2,1481,32,9,528,6,45,5
427,630,16,59,38,493,11,83
83,2,1,3,1,1,1,2
2,3,82,16,3691,86,347,9
1,1,1,26,2,131,4,1
803,599,125,52,1954,335,139,12
2,5,3,16,286,12,6,2
1193,1079,108,31,790,5,37,47
185,166,10,10,65,2,5,5
61,6,70,1,616,7,34,2
3,385,114,17,776,149,28,37
688,260,90,69,1583,102,65,7
1291,96,25,177,146,1027,19,49
28,1,28,25,116,5,4,1
344,144,118,95,659,2238,52,878
3,4,146,37,3473,134,244,3
10,553,6,75,55,413,5,40
4,715,7,5,144,2,8,1
117,1192,10,42,6,60,8,7
1,419,3,28,127,725,12,9
1087,566,135,40,991,114,96,21
2576,4,17,4,735,1,38,2
18,703,63,37,314,629,17,190
1,1,1,4,72,1,9,1
2,5,25,33,202,213,11,104
1046,974,142,67,1879,476,94,38
1,3,13,27,28,118,8,1
1,4,33,9,168,2,14,1
2902,3,82,4,1526,1,242,4
971,1320,49,41,256,527,10,3
2293,2,61,68,487,873,46,61
2230,273,138,12,1720,7,44,1
425,3,19,83,342,761,27,68
3,164,38,2,334,1,8,1
3,333,9,4,5,38,7,1
346,2785,7,15,5,1,17,3
1,335,26,29,343,2,17,4
4,4,41,5,18,2,9,7
1471,8,72,81,430,1051,41,34
110,240,176,100,2305,736,179,18
254,479,64,63,684,392,76,58
2095,824,127,102,548,1397,21,221
1,106,3,3,108,1,12,3
755,459,3,5,1,1,5,1
23,44,23,49,238,179,37,4
758,967,69,46,723,240,73,4
2,244,59,99,359,519,29,1
4,347,57,76,617,856,67,52
8,1,66,9,891,505,64,17
358,492,46,19,10,141,9,6
1,360,104,9,1166,3,26,3
53,95,2,50,55,169,11,37
21,518,84,107,1533,492,124,7
3300,488,55,112,820,1744,82,362
996,7,6,7,91,1,6,1
2,346,22,15,58,214,5,30
1,4,6,19,4,302,7,36
113,112,7,14,40,100,12,73
2,1035,21,126,200,1063,18,26
2214,12,65,103,228,622,18,56
3582,331,6,71,2,631,11,21
3,1,4,9,1,2,10,4
3412,630,42,19,646,9,23,5
7,5,28,29,548,1,32,8
34,757,8,257,4,4917,8,664
3,20,4,11,1,1,5,1
11,742,52,17,216,83,6,2
73,971,3,34,19,288,4,58
1,2,28,13,85,16,4,1
2,6,43,19,36,327,6,4
3,2,64,2,1037,1,78,3
3407,1450,59,193,620,2575,35,508
26,4,76,98,164,454,7,1
209,4,1,8,1,3,1,2
142,847,131,196,1555,1473,7,82
267,41,163,19,2443,43,261,6
666,614,41,7,512,3,36,5
40,960,87,10,1323,53,76,2
602,514,62,79,513,346,29,19
1,2,1,3,1,1,4,2
699,1,1,2,1,1,1,1
2,2,24,3,279,54,11,6
4,464,38,14,177,2,14,4
2031,824,110,45,2029,374,98,5
843,477,71,75,379,489,33,48
3410,172,52,37,245,164,13,4
175,348,29,42,107,70,7,5
105,71,20,21,283,355,7,2
4,7,4,47,88,405,5,11
456,1504,27,9,698,9,31,11
3,7,32,24,17,108,15,51
248,271,19,124,36,1032,12,81
2693,417,56,30,136,70,27,6
2236,969,117,47,352,297,38,29
522,5,21,3,50,2,6,2
20,958,3,9,1,5,10,3
601,823,142,10,1812,134,281,3
5,949,27,109,205,232,13,10
1089,4,8,41,101,414,4,3
106,1,76,40,437,8,4,3
5,77,26,13,2,3,7,1
3,600,3,2,1,2,1,2
1,3,7,100,2,801,10,86
1405,806,187,41,449,231,33,62
2664,3256,47,67,775,250,112,10
4805,605,64,144,378,574,15,124
250,805,38,19,262,1,47,8
2,6,3,2,4,2,8,3
6,1655,12,37,4,90,14,4
63,706,62,189,288,2320,11,410
71,556,77,40,2103,88,175,5
807,1240,185,467,5324,3844,427,517
1644,4446,76,48,902,190,18,54
2590,8,97,232,1562,3013,55,234
1837,2810,1,9,1,1,1,1
44,372,26,84,59,508,19,144
53,7,14,17,1139,6,31,4
150,5,4,11,1,2,3,1
403,5,4,3,4,1,11,1
719,3490,259,30,2061,135,112,9
224,415,219,33,1868,84,119,10
515,2,58,221,308,1011,22,257
416,6,176,68,1180,257,48,11
3,1096,34,120,570,1108,59,21
2,7,9,18,5,1,12,5
2,7,18,20,648,245,52,43
2,1037,81,11,470,10,30,8
1,4,10,175,2,2324,12,62
2,6,40,18,76,2,11,8
7,1836,84,134,1608,2490,97,302
857,1266,25,105,7,1230,6,224
841,620,23,12,5,5,10,9
2,923,76,35,2341,437,74,61
1173,1964,440,172,5217,771,224,79
87,421,152,480,1186,13890,40,2258
1,260,3,17,1,1,2,3
32,4,7,40,60,184,10,28
124,238,69,41,1141,339,154,4
698,1635,80,47,3267,470,244,11
35,264,16,42,5,37,18,7
3,1057,277,35,6672,222,565,42
8,434,42,139,74,517,11,194
2854,2557,67,11,344,139,23,4
3,2,29,219,174,2092,41,250
1854,1344,90,4,361,3,31,5
3,2,19,11,36,4,9,7
518,1024,37,130,257,1152,33,84
892,5,32,30,4,52,7,9
709,5,19,12,1,53,13,3
98,498,49,48,1053,52,123,5
54,2,5,58,38,146,12,28
1,1049,49,9,204,41,3,2
4,3,24,13,157,3,8,2
3801,7,47,52,390,243,7,41
764,14,71,31,299,175,26,3
126,530,86,56,3807,328,544,7
401,5,39,64,23,543,12,105
1026,1052,206,111,5158,649,344,27
1167,1002,60,37,81,25,17,19
298,998,70,138,89,888,11,161
72,1,2,12,2,1,2,1
2,976,96,19,3006,5,131,10
154,404,95,37,727,295,31,33
79,1612,180,544,954,8446,57,1189
3,822,12,49,120,119,18,2
190,2,54,15,1153,3,86,4
419,682,281,82,933,242,60,44
347,1283,381,28,5378,46,572,5
272,210,46,213,481,988,37,46
4,308,5,12,15,72,8,10
5,468,41,36,194,4,22,2
1540,960,71,8,748,5,72,43
143,2,5,17,1,100,1,17
24,176,124,55,2754,399,224,81
4,4,25,11,3,1,11,3
117,514,15,7,6,111,14,3
306,4,9,75,3,434,16,5
3,11,6,12,3,13,6,5
25,6,6,3,1,1,11,1
45,3,66,8,1023,2,45,2
345,905,13,64,126,189,14,39
870,1277,152,159,985,2992,72,262
681,399,76,37,422,398,34,3
79,2215,7,5,42,10,4,5
428,599,23,117,131,76,14,39
190,9,20,67,345,223,10,4
324,3,35,33,416,180,28,26
2,2,16,7,2,1,5,1
2,288,13,29,51,96,7,47
9,710,26,46,1354,114,116,6
1,2,14,14,34,3,5,2
40,1807,11,66,3,198,11,18
4,3,148,48,3579,352,326,6
354,166,34,9,708,4,17,4
1635,635,220,53,662,79,34,2
585,579,60,5,43,1,3,1
776,1,14,20,224,94,34,1
2246,1635,141,67,184,343,42,38
4,2,6,6,13,2,4,4
150,567,21,3,56,1,8,1
1,1,16,37,123,566,6,59
2188,121,121,26,941,205,23,8
219,1796,58,91,506,375,31,51
1,493,6,7,1,4,8,3
1,22,40,18,594,273,22,4
54,133,4,13,5,2,8,2
3311,198,99,52,952,186,41,13
135,2,53,65,462,504,25,4
115,4,5,102,3,439,10,4
22,796,58,16,3430,3,502,8
3,192,106,46,1649,358,94,1
101,9,13,131,1,1523,6,231
7,1012,6,12,73,7,17,8
1880,1306,24,212,494,9544,60,3400
1756,1427,49,172,265,3388,64,1113
1,164,17,65,263,156,1,55
752,645,45,154,482,1873,16,88
1213,1,13,13,1,2,4,1
666,3,158,64,1654,430,122,118
794,1114,1,12,3,1,7,5
1218,565,158,89,4776,1436,841,146
133,654,166,218,2057,1807,61,288
225,1,38,53,347,649,22,124
886,328,219,11,2589,182,125,6
1,2,73,7,682,2,94,2
6390,759,49,26,392,2,22,6
1768,6,9,9,2,4,11,5
13,706,15,13,4,255,5,3
19,2139,109,44,837,37,66,8
156,3,62,11,485,59,33,5
1022,385,75,93,850,496,32,45
1933,611,91,16,927,112,53,13
4,1814,74,1,1532,89,285,5
174,764,22,5,212,2,16,2
805,163,69,113,731,1508,35,19
32,164,52,86,357,360,13,91
1,741,3,5,197,3,13,6
1,505,9,6,25,5,11,3
1571,363,52,232,512,3383,46,233
5535,659,25,5,15,2,13,2
1,5,8,85,47,1602,15,110
1101,1099,61,55,1149,330,115,10
315,416,52,44,758,299,30,50
562,346,27,28,1113,148,32,16
1283,132,70,19,591,400,15,50
54,940,218,30,6188,238,389,10
757,235,95,12,2705,53,216,6
6,5,4,46,216,460,19,87
3,8,81,174,333,824,14,65
199,346,74,21,2007,98,153,5
1323,425,47,279,225,3697,35,694
659,2,81,9,1138,2,83,5
2,607,64,40,1803,3,63,4
368,2298,432,114,5062,594,417,134
693,1200,100,203,1090,1861,42,106
214,1312,134,37,2161,252,397,4
1,3,101,77,1303,1292,199,296
2,6,175,18,853,13,38,4
16,876,41,56,1178,246,68,8
380,1344,197,59,2836,502,202,14
1,1,108,8,1200,1,55,5
1,177,43,46,250,2,12,1
62,692,180,54,1615,656,125,25
3,1073,59,171,2104,1536,71,100
76,1930,22,91,334,273,21,8
439,2,20,166,338,1002,5,3
1490,1669,123,61,2441,296,167,14
48,965,8,15,2,103,7,8
5,3533,64,191,2457,2122,328,309
1015,93,60,137,143,545,38,97
574,931,5,25,6,87,6,2
306,2288,192,22,1478,149,54,6
4,254,57,5,149,2,20,6
2953,782,200,268,11047,5910,1076,1491
1885,1645,83,335,413,7845,43,1694
503,2076,24,32,331,61,43,12
452,595,33,45,875,677,141,10
578,253,34,19,627,323,41,24
2,809,76,123,734,113,38,8
1935,68,66,40,1524,429,53,21
4331,524,47,6,144,4,7,6
904,740,110,23,1540,22,41,6
442,668,329,54,5879,623,312,65
5,3,31,16,877,168,17,12
27,846,14,26,137,30,22,4
220,2361,60,85,504,1588,21,357
1576,1170,23,129,214,1356,42,105
2,5,41,12,469,44,34,2
330,6,33,8,261,3,8,1
45,2,43,8,394,222,25,11
765,1000,27,6,125,4,25,1
4,1216,4,6,156,2,43,5
4,225,144,89,606,502,8,16
1,749,10,101,84,1174,6,72
1,811,52,20,295,443,35,30
322,32,7,20,166,88,10,8
7,1142,181,118,2699,651,118,69
1289,195,135,94,2170,497,106,12
443,3,38,66,685,1167,48,167
3,501,5,22,1,2,3,5
254,28,101,74,839,145,43,9
3,618,75,11,15,7,14,5
2129,691,262,15,3358,6,155,9
3,1125,41,37,38,413,15,68
1480,2,18,83,408,269,32,30
238,2,4,9,21,89,9,29
285,1011,10,39,7,231,22,5
218,358,57,63,245,984,21,43
1433,2263,65,229,280,2785,23,310
2970,164,13,30,319,16,15,9
37,10,17,13,281,1,13,10
3360,616,14,26,247,55,15,2
3,1057,35,206,360,3285,23,264
277,2580,34,9,602,167,21,5
4,120,153,18,971,24,102,8
411,6,2,18,73,111,14,1
595,192,5,10,216,1,10,1
1779,5,26,106,351,1263,19,75
6,1019,16,8,9,5,12,3
184,43,72,24,1604,3,180,7
885,3360,14,145,173,2025,23,222
468,6,130,89,1275,437,38,29
423,304,25,113,203,1327,19,141
22,814,8,14,1,2,9,5
309,977,58,57,921,74,108,9
602,2703,63,44,261,854,14,73
400,7,8,72,139,549,13,109
1773,1263,165,112,231,2452,26,256
137,17,270,55,1934,620,168,26
1185,61,13,12,406,6,46,1
721,765,140,27,2483,199,91,6
1,498,24,6,88,127,23,34
3,7,17,15,100,72,4,2
222,1198,2,64,2,220,8,30
1,338,8,45,1,644,6,43
3,2,11,20,1,28,9,4
1261,2577,73,65,429,85,14,39
2,2,94,40,1303,470,94,7
2,10,60,45,661,277,38,28
144,260,220,120,2076,821,149,15
1,1,13,29,328,56,25,1
36,966,142,16,1236,13,98,5
501,1329,196,130,1348,1112,229,147
283,873,178,122,3487,519,181,12
1500,2863,43,383,1450,4125,53,376
81,1112,89,114,919,141,38,50
1,76,93,100,1064,945,78,2
203,7,12,29,461,84,14,5
1738,793,51,293,110,3475,17,567
4203,587,88,46,1442,663,103,135
467,3,84,13,1284,9,47,11
2692,630,90,84,706,1362,29,171
7,7,32,36,247,84,14,4
1920,1291,28,21,344,429,28,32
12,1269,129,40,992,71,61,14
1033,1146,4,52,384,316,13,9
72,3,33,19,102,57,13,4
3596,9,54,68,504,369,43,150
375,1861,106,104,796,1463,39,210
1169,12,446,316,6549,9407,374,2002
38,2868,173,23,2108,1,171,5
2123,259,186,59,1775,430,24,17
631,4,80,37,626,382,21,1
29,6,10,8,4,1,8,5
180,8,30,26,419,184,15,45
5,533,23,44,7,932,14,25
12,8,195,49,1711,275,82,8
200,272,32,13,183,25,16,2
6,582,84,11,1184,124,45,12
697,363,51,114,273,2229,25,505
14,5,30,50,1034,118,25,33
3,5,9,13,52,85,5,10
1,562,82,8,780,7,47,5
3,236,68,33,1204,39,113,6
323,2,20,45,340,2,4,1
459,756,129,15,426,4,30,2
149,4,31,60,7,498,10,4
262,65,34,56,292,1672,3,144
126,131,55,13,71,398,31,123
653,5,71,101,226,637,23,48
39,1,221,11,4804,64,678,9
3,146,208,39,1259,297,76,12
277,765,30,242,275,3715,26,702
32,154,11,117,145,1342,13,294
3,384,3,12,12,1,3,2
1804,400,90,23,770,509,26,48
888,463,8,11,177,4,16,22
4,483,3,107,85,802,10,18
87,6,10,17,4,6,15,5
1756,6,50,188,135,2904,27,682
4,5,73,203,115,2939,28,187
201,11,60,26,34,80,3,1
2179,764,5,5,63,1,12,3
4,10,539,14,9761,4,1265,12
333,195,9,17,2,3,12,5
1,14,44,7,387,6,29,4
307,2122,90,33,1875,261,141,16
467,1828,58,35,2678,176,305,3
10,1,65,13,675,1,23,3
5,357,7,149,85,3642,13,133
1,41,1,28,3,463,9,8
5,232,125,70,620,348,66,49
760,609,25,12,1502,3,108,8
3474,429,192,49,2966,64,150,14
844,1288,29,5,283,6,8,4
1,4,125,17,1471,182,30,4
1510,2563,9,43,168,477,9,26
7,3,29,15,108,1,7,3
17,5,45,4,45,2,15,2
3,5,64,10,1334,270,134,4
2,365,44,30,411,3,16,4
1199,4,180,7,1632,4,40,1
5037,911,264,133,4286,1392,252,133
3,2103,58,67,998,505,65,31
1214,301,96,96,636,561,46,116
5365,775,77,28,199,4,18,7
1014,2,20,55,13,836,11,143
1,1,31,59,214,293,6,3
511,1433,5,99,101,406,8,5
2,50,4,10,3,62,7,4
116,5,38,130,208,980,9,34
722,1414,9,82,12,296,9,4
7,804,213,38,6349,128,567,9
101,1787,16,57,507,579,34,41
17,851,28,44,460,220,12,43
140,1934,54,31,215,128,11,21
703,1352,117,18,74,9,15,10
610,180,149,27,1090,230,73,8
2382,1137,93,43,5022,174,394,17
850,522,98,88,702,455,35,37
690,1,43,17,1508,16,205,4
286,591,200,497,3250,7651,308,634
1,127,14,37,15,158,3,2
1695,2248,3,9,450,77,11,7
1,1,14,5,208,2,14,3
99,1390,83,8,2363,1,218,8
3,4,73,41,2159,181,181,11
1,2,6,3,1,1,4,3
4,2,21,9,83,3,12,6
1,1,29,11,870,2,12,6
1,439,1,1,180,1,12,3
371,5,2,3,142,2,10,9
1,349,31,3,277,1,19,3
1,1,3,4,1,1,5,1
2,1,1,16,2,167,5,2
1,4,2,4,1,1,7,7
444,5,28,3,35,2,1,5
1854,848,24,61,381,73,72,12
1,1,42,1,145,1,19,4
1,1,6,2,3,2,5,8
202,3,7,13,124,179,7,39
1,152,26,2,88,2,4,1
5,4,52,128,400,543,10,57
2,157,38,64,200,320,15,36
1,1,1,45,1,159,4,23
6,3,32,5,526,1,59,8
1,6,17,13,272,26,33,4
347,1126,112,28,1652,4,121,10
2,1942,7,124,2,762,16,106
1,1852,1,1,1,1,1,1
1,2558,39,31,994,23,90,10
11067,22,3,6,395,30,4,32
1,3,1,3,1,1,4,4
649,153,109,9,3793,49,575,14
1,1,26,36,335,458,7,2
3,319,5,3,4,1,8,9
4,338,5,87,2,699,12,31
1,449,4,2,2,1,10,7
346,1,68,70,1008,571,25,40
2,3,3,25,2,48,6,2
21,639,269,165,1889,1538,190,138
2601,3,3,6,55,6,10,7
580,583,116,181,573,709,21,110
1,2,2,85,59,629,3,25
8,1308,6,64,125,488,13,40
37,1,32,24,356,152,3,9
116,1,2,3,1,2,10,6
36,2,4,3,9,131,13,5
1,208,1,7,1,1,10,11
349,1,4,1,1,1,1,4
93,3,44,2,312,1,43,2
6012,947,136,254,1281,6400,68,945
3,3,14,9,20,2,14,5
511,56,9,22,583,1,16,5
476,2,41,30,126,43,9,10
1,4,7,6,2,1,11,9
7400,5,64,64,665,350,22,18
1,4,16,25,7,1,17,10
2,151,14,19,137,2,2,9
1792,2,61,3,29,1,9,3
2,742,117,8,783,42,51,4
3,205,28,35,2,453,7,4
7,526,5,1,2,1,7,8
27,1213,80,17,1086,4,122,2
6,3,55,43,133,309,18,41
2090,745,2,21,92,153,7,5
1,3,105,51,1849,195,179,27
9,2,54,29,520,3,2,3
10,2,42,104,58,3058,18,760
2,1,44,38,1573,312,48,2
3,1,31,8,200,3,25,4
1,4,4,6,4,4,14,5
290,2111,99,146,979,725,37,42
147,1,3,8,2,45,7,6
1,750,4,2,1,1,8,2
166,2,18,12,1,293,8,7
1,4,47,4,1213,2,69,4
74,6,68,522,45,19766,84,7844
72,2,58,11,1134,7,123,12
153,142,2,26,2,945,5,77
1,2,129,30,1060,13,14,5
78,274,4,8,4,6,5,8
1,1794,47,114,68,1877,11,218
3,1762,117,90,866,467,40,48
1,1,16,4,71,8,6,9
5,1726,69,19,1104,20,15,32
1,2,29,2,560,1,25,3
206,241,29,11,164,6,10,8
1,2,2,2,2,1,4,4
970,831,43,72,481,279,19,9
267,596,24,9,38,147,1,1
5034,28,6,85,8,143,6,43
2,2,4,4,2,1,2,4
466,242,55,15,107,219,25,1
1,991,6,189,26,1006,7,139
179,1799,18,34,584,462,2,33
1,1,12,25,60,8,4,8
1,2,63,16,1046,17,14,7
1,128,5,23,3,257,13,26
74,137,31,60,347,1882,23,91
1,3,1,5,2,1,3,1
5,1,2,21,1,1,1,1
1,5,3,21,1,2,4,1
1,2,23,4,7,36,8,36
442,1148,142,9,785,1,37,7
5,1,24,4,1,1,5,2
34,564,32,27,135,3,19,10
610,63,23,41,198,49,1,7
1,812,14,48,137,152,1,4
1024,81,50,59,1851,124,295,13
3804,527,13,56,22,524,4,2
2,2,10,36,3,337,21,57
3,2,7,9,99,1,6,2
1,5,6,16,3,1,6,5
28,230,63,8,20,2,4,4
485,4,14,8,3,1,4,1
971,1,43,9,51,140,7,25
271,452,56,58,726,137,22,21
434,4,79,13,371,1,26,5
2350,1830,37,42,758,676,56,20
543,2,361,5,9264,5,1191,12
1,2,2,3,1,60,3,2
2317,1044,29,65,20,56,16,70
2245,4,1,8,1,10,3,2
5,463,3,17,1,108,7,2
4,483,2,3,22,2,4,3
1,2,25,9,259,12,11,1
86,981,69,116,909,724,37,133
27,1,3,3,165,56,1,1
2,87,8,6,38,1,5,1
633,3,31,8,214,1,44,1
42,2,435,32,2206,132,103,5
3,1306,59,4,511,5,21,4
23,157,90,13,383,3,25,1
367,34,48,1,317,3,9,5
1,1,1,2,1,1,2,1
1533,1,198,87,5212,1017,459,166
1,4,170,49,1502,404,70,2
5136,1394,59,50,894,656,53,25
119,1296,5,4,1,2,4,2
181,1413,35,38,3,474,16,101
383,227,94,12,1679,64,174,4
1,6,50,34,725,499,7,3
1,1391,38,14,1004,88,113,4
1,568,1,1,35,1,2,1
21,19,23,52,114,335,9,17
36,415,110,7,465,1,31,3
1,2,1,7,1,1,4,1
1,1,62,4,373,1,73,5
111,502,32,48,59,291,9,1
3,1,138,16,1388,27,73,2
1,3,1,4,1,1,4,2
3,183,1,1,1,1,1,1
4,5,35,2,47,193,6,1
306,1,77,3,1421,1,48,1
128,741,6,263,119,4485,6,248
1550,913,3,102,780,837,17,28
110,1,49,37,84,39,7,5
1,535,55,7,168,1,42,1
5021,154,43,29,401,231,4,3
25,2,1,3,1,3,4,2
2,850,21,4,304,70,21,1
124,3,15,2,1,1,12,2
1,6,46,25,159,5,62,4
3,5,10,44,10,565,11,2
10,1,44,11,39,1,15,3
1,775,87,51,3058,487,233,218
248,463,80,84,432,437,10,2
2,1,1,1,130,1,8,1
2,539,1,21,1,163,10,2
1,507,36,7,456,1,76,3
221,715,37,47,291,564,38,34
3,179,5,2,1,1,1,2
